DDATE,custitem_producttybe,URL,varieties,combined,totasecs,category,USerID,previousPage
2016-04-21 00:19:16.129,Red-Wine,,,Red-Wine,23,type,1,Red-Wine
2016-04-21 00:19:31.353,Red-Wine,,,Red-Wine,15,type,1,Red-Wine
2016-04-21 00:19:52.213,Red-Wine,,,Red-Wine,21,type,1,Red-Wine
2016-04-21 00:20:03.42,,Secret-91-Point-Blackwood-Valley-Shiraz-2013-12-Bottles,,Secret-91-Point-Blackwood-Valley-Shiraz-2013-12-Bottles,11,wine,1,Red-Wine
2016-04-21 00:20:03.968,,,Shiraz,Shiraz,0,variety,1,Secret-91-Point-Blackwood-Valley-Shiraz-2013-12-Bottles
2016-04-21 00:21:22.223,,Cross-Quay-Eden-Valley-Pinot-Gris-2015-12-Bottles,,Cross-Quay-Eden-Valley-Pinot-Gris-2015-12-Bottles,9,wine,1,Shiraz
2016-04-21 00:21:22.826,,,Pinot-Grigio,Pinot-Grigio,0,variety,1,Cross-Quay-Eden-Valley-Pinot-Gris-2015-12-Bottles
2016-04-21 00:21:23.459,White-Wine,,,White-Wine,1,type,1,Pinot-Grigio
2016-04-21 00:21:28.701,Mixed-Red-and-White,,,Mixed-Red-and-White,5,type,1,White-Wine
2016-04-21 00:21:57.136,Mixed-Red-and-White,,,Mixed-Red-and-White,29,type,1,Mixed-Red-and-White
2016-04-21 00:22:07.912,Mixed-Red-and-White,,,Mixed-Red-and-White,10,type,1,Mixed-Red-and-White
2016-04-21 00:22:26.243,,Riesling-Superstars-6-Bottles,,Riesling-Superstars-6-Bottles,19,wine,1,Mixed-Red-and-White
2016-04-21 00:22:27.011,,,Riesling,Riesling,1,variety,1,Riesling-Superstars-6-Bottles
2016-04-21 00:22:56.322,White-Wine,,,White-Wine,29,type,1,Riesling
2016-04-21 00:23:09.693,White-Wine,,,White-Wine,13,type,1,White-Wine
2016-04-21 00:23:21.29,White-Wine,,,White-Wine,12,type,1,White-Wine
2016-04-21 00:23:38.307,White-Wine,,,White-Wine,17,type,1,White-Wine
2016-04-21 00:23:51.465,,Mystery-94-point-Watervale-Riesling-2013-12-Bottles,,Mystery-94-point-Watervale-Riesling-2013-12-Bottles,13,wine,1,White-Wine
2016-04-21 00:23:52.479,,,Riesling,Riesling,1,variety,1,Mystery-94-point-Watervale-Riesling-2013-12-Bottles
2016-04-21 00:24:06.727,,Pinto-Soave-2014-6-Bottles,,Pinto-Soave-2014-6-Bottles,14,wine,1,Riesling
2016-04-21 00:24:07.541,,,Soave,Soave,1,variety,1,Pinto-Soave-2014-6-Bottles
2016-04-21 00:24:07.931,White-Wine,,,White-Wine,0,type,1,Soave
2016-04-21 00:24:20.769,White-Wine,,,White-Wine,13,type,1,White-Wine
2016-04-21 00:24:49.689,,GCV-Celtic-Farm-Clare-Valley-Riesling-2013-6-Bottles,,GCV-Celtic-Farm-Clare-Valley-Riesling-2013-6-Bottles,29,wine,1,White-Wine
2016-04-21 00:24:50.858,,,Riesling,Riesling,1,variety,1,GCV-Celtic-Farm-Clare-Valley-Riesling-2013-6-Bottles
2016-04-21 00:24:58.698,White-Wine,,,White-Wine,0,type,1,Riesling
2016-04-21 00:25:07.963,White-Wine,,,White-Wine,9,type,1,White-Wine
2016-04-21 00:25:12.955,White-Wine,,,White-Wine,5,type,1,White-Wine
2016-04-21 00:25:21.59,,,Riesling,Riesling,9,variety,1,White-Wine
2016-04-21 00:25:32.392,,,Riesling,Riesling,11,variety,1,Riesling
2016-04-21 00:25:44.364,White-Wine,,,White-Wine,12,type,1,Riesling
2016-04-21 00:25:58.121,Sparkling-and-Champagne,,,Sparkling-and-Champagne,14,type,1,White-Wine
2016-04-21 00:26:13.324,Sparkling-and-Champagne,,,Sparkling-and-Champagne,15,type,1,Sparkling-and-Champagne
2016-04-21 00:31:48.086,,CaBoscari-Negroamaro-Salento-IGT-2014-6-Bottles,,CaBoscari-Negroamaro-Salento-IGT-2014-6-Bottles,12,wine,1,Sparkling-and-Champagne
2016-04-21 00:31:48.626,,,Negroamaro,Negroamaro,0,variety,1,CaBoscari-Negroamaro-Salento-IGT-2014-6-Bottles
2016-04-21 00:15:39.786,,,Cabernet-Shiraz,Cabernet-Shiraz,,variety,100,
2016-04-21 00:44:42.856,Red-Wine,,,Red-Wine,,type,34,
2016-04-21 00:45:00.743,,Summer-Entertainers-Mix-12,,Summer-Entertainers-Mix-12,18,wine,34,Red-Wine
2016-04-21 00:45:01.239,,,Mixed-Case-and-Beer,Mixed-Case-and-Beer,1,variety,34,Summer-Entertainers-Mix-12
2016-04-21 00:45:01.691,Red-Wine,,,Red-Wine,0,type,34,Mixed-Case-and-Beer
2016-04-21 00:45:23.991,Red-Wine,,,Red-Wine,22,type,34,Red-Wine
2016-04-21 00:46:21.124,,Mixed-Red-Party-Case-12-Bottles,,Mixed-Red-Party-Case-12-Bottles,19,wine,34,Red-Wine
2016-04-21 00:46:21.673,,,Mixed-Red,Mixed-Red,0,variety,34,Mixed-Red-Party-Case-12-Bottles
2016-04-21 00:48:09.363,Red-Wine,,,Red-Wine,108,type,34,Mixed-Red
2016-04-21 00:49:13.425,Red-Wine,,,Red-Wine,64,type,34,Red-Wine
2016-04-21 00:49:50.811,Red-Wine,,,Red-Wine,37,type,34,Red-Wine
2016-04-21 00:51:40.374,Mixed-Red-and-White,,,Mixed-Red-and-White,110,type,34,Red-Wine
2016-04-21 00:52:03.969,,Value-Red-Mix-with-Johnnie-Walker,,Value-Red-Mix-with-Johnnie-Walker,23,wine,34,Mixed-Red-and-White
2016-04-21 00:52:05.379,,,Mix-Case-and-Spirits,Mix-Case-and-Spirits,2,variety,34,Value-Red-Mix-with-Johnnie-Walker
2016-04-21 00:52:07.437,Red-Wine,,,Red-Wine,2,type,34,Mix-Case-and-Spirits
2016-04-21 00:08:32.565,Sparkling-and-Champagne,,,Sparkling-and-Champagne,,type,23,
2016-04-21 00:09:19.984,Sparkling-and-Champagne,,Mixed-Sparkling,Sparkling-and-ChampagneMixed-Sparkling,47,type,23,Sparkling-and-Champagne
2016-04-21 00:11:10.846,Sparkling-and-Champagne,,,Sparkling-and-Champagne,33,type,23,Sparkling-and-ChampagneMixed-Sparkling
2016-04-21 00:11:20.395,Sparkling-and-Champagne,,,Sparkling-and-Champagne,10,type,23,Sparkling-and-Champagne
2016-04-21 00:00:29.151,Mixed-Red-and-White,,,Mixed-Red-and-White,,type,61,
2016-04-21 00:01:06.567,,Imported-Sparkling-Mix-12-Bottles,,Imported-Sparkling-Mix-12-Bottles,37,wine,61,Mixed-Red-and-White
2016-04-21 00:01:06.887,,,Mixed-Sparkling,Mixed-Sparkling,0,variety,61,Imported-Sparkling-Mix-12-Bottles
2016-04-21 00:01:07.209,Mixed-Red-and-White,,,Mixed-Red-and-White,1,type,61,Mixed-Sparkling
2016-04-21 00:01:41.429,Mixed-Red-and-White,,,Mixed-Red-and-White,34,type,61,Mixed-Red-and-White
2016-04-21 00:01:56.708,Mixed-Red-and-White,,,Mixed-Red-and-White,15,type,61,Mixed-Red-and-White
2016-04-21 00:02:31.858,,5-Star-Halliday-Winery-Mega-Bundle-14-Bottles,,5-Star-Halliday-Winery-Mega-Bundle-14-Bottles,35,wine,61,Mixed-Red-and-White
2016-04-21 00:02:32.172,,,Mixed-Red,Mixed-Red,1,variety,61,5-Star-Halliday-Winery-Mega-Bundle-14-Bottles
2016-04-21 00:02:38.69,,,Mixed-Sparkling,Mixed-Sparkling,6,variety,61,Mixed-Red
2016-04-21 00:02:39.005,Mixed-Red-and-White,,,Mixed-Red-and-White,1,type,61,Mixed-Sparkling
2016-04-21 00:50:03.185,,,Shiraz,Shiraz,,variety,115,
2016-04-21 00:00:33.292,Red-Wine,,,Red-Wine,,type,122,
2016-04-21 00:00:57.997,Red-Wine,,,Red-Wine,24,type,122,Red-Wine
2016-04-21 00:00:59.161,White-Wine,,,White-Wine,2,type,122,Red-Wine
2016-04-21 00:05:11.683,Sparkling-and-Champagne,,,Sparkling-and-Champagne,75,type,62,
2016-04-21 00:05:38.152,,Veuve-Clicquot-Yellow-Label-NV-Champagne_4,,Veuve-Clicquot-Yellow-Label-NV-Champagne_4,27,wine,62,Sparkling-and-Champagne
2016-04-21 00:05:38.922,,,Premium-Sparkling-varieties,Premium-Sparkling-varieties,0,variety,62,Veuve-Clicquot-Yellow-Label-NV-Champagne_4
2016-04-21 00:05:39.212,Sparkling-and-Champagne,,,Sparkling-and-Champagne,1,type,62,Premium-Sparkling-varieties
2016-04-21 00:05:42.199,Sparkling-and-Champagne,,,Sparkling-and-Champagne,3,type,62,Sparkling-and-Champagne
2016-04-21 00:06:02.626,Sparkling-and-Champagne,,,Sparkling-and-Champagne,20,type,62,Sparkling-and-Champagne
2016-04-21 00:33:28.08,,Grant-Burge-Batch-14-Rose-2014-12-Bottles,,Grant-Burge-Batch-14-Rose-2014-12-Bottles,4,wine,63,
2016-04-21 00:33:28.372,,,Rose,Rose,0,variety,63,Grant-Burge-Batch-14-Rose-2014-12-Bottles
2016-04-21 00:05:07.42,,Secret-Coonawarra-Merlot-2013-12-Bottles,,Secret-Coonawarra-Merlot-2013-12-Bottles,1,wine,123,
2016-04-21 00:05:11.491,,,Merlot,Merlot,4,variety,123,Secret-Coonawarra-Merlot-2013-12-Bottles
2016-04-21 00:52:33.286,,,Riesling,Riesling,6,variety,30,
2016-04-21 00:37:55.868,Red-Wine,,,Red-Wine,,type,124,
2016-04-21 00:38:34.183,Red-Wine,,,Red-Wine,39,type,124,Red-Wine
2016-04-21 00:38:56.612,Red-Wine,,,Red-Wine,22,type,124,Red-Wine
2016-04-21 00:45:01.188,White-Wine,,,White-Wine,,type,86,
2016-04-21 00:45:13.073,White-Wine,,,White-Wine,12,type,86,White-Wine
2016-04-21 00:45:28.808,White-Wine,,,White-Wine,15,type,86,White-Wine
2016-04-21 00:45:46.59,White-Wine,,,White-Wine,18,type,86,White-Wine
2016-04-21 00:50:25.906,,Bird-In-Hand-Adelaide-Hills-Sauv-Blanc-2012-Dozen,,Bird-In-Hand-Adelaide-Hills-Sauv-Blanc-2012-Dozen,279,wine,86,White-Wine
2016-04-21 00:50:26.477,,,Sauvignon-Blanc,Sauvignon-Blanc,1,variety,86,Bird-In-Hand-Adelaide-Hills-Sauv-Blanc-2012-Dozen
2016-04-21 00:00:39.81,Red-Wine,,,Red-Wine,,type,101,
2016-04-21 00:00:44.305,,Penfolds-Grange-2011-Vintage-Single-Bottle,,Penfolds-Grange-2011-Vintage-Single-Bottle,5,wine,101,Red-Wine
2016-04-21 00:00:44.625,,,Shiraz,Shiraz,0,variety,101,Penfolds-Grange-2011-Vintage-Single-Bottle
2016-04-21 00:00:49.452,,,Sauvignon-Blanc-Pinot-Gris,Sauvignon-Blanc-Pinot-Gris,5,variety,101,Shiraz
2016-04-21 00:00:49.682,,,Pinot-Gris-SLASH-Pinot-Grigio,Pinot-Gris-SLASH-Pinot-Grigio,0,variety,101,Sauvignon-Blanc-Pinot-Gris
2016-04-21 00:49:20.459,Sparkling-and-Champagne,,,Sparkling-and-Champagne,21,type,46,
2016-04-21 00:49:34.322,Red-Wine,,,Red-Wine,7,type,46,Sparkling-and-Champagne
2016-04-21 00:50:00.971,Red-Wine,,,Red-Wine,26,type,46,Red-Wine
2016-04-21 00:50:27.598,Red-Wine,,,Red-Wine,27,type,46,Red-Wine
2016-04-21 00:50:50.307,Red-Wine,,,Red-Wine,23,type,46,Red-Wine
2016-04-21 00:51:17.016,Red-Wine,,,Red-Wine,27,type,46,Red-Wine
2016-04-21 00:51:34.179,Red-Wine,,,Red-Wine,17,type,46,Red-Wine
2016-04-21 00:52:02.872,Red-Wine,,,Red-Wine,28,type,46,Red-Wine
2016-04-21 00:48:40.698,Red-Wine,,,Red-Wine,1,type,75,
2016-04-21 00:48:51.81,Red-Wine,,,Red-Wine,11,type,75,Red-Wine
2016-04-21 00:49:15.143,Red-Wine,,,Red-Wine,24,type,75,Red-Wine
2016-04-21 00:49:30.645,Red-Wine,,,Red-Wine,15,type,75,Red-Wine
2016-04-21 00:50:03.521,Red-Wine,,,Red-Wine,33,type,75,Red-Wine
2016-04-21 00:50:39.118,Red-Wine,,,Red-Wine,36,type,75,Red-Wine
2016-04-21 00:50:31.408,,The-Mixed-Wine-Spirit-Dozen-for-Him-12-bottles,,The-Mixed-Wine-Spirit-Dozen-for-Him-12-bottles,,wine,81,
2016-04-21 00:50:31.769,,,Mixed-case-%2B-spirits,Mixed-case-%2B-spirits,0,variety,81,The-Mixed-Wine-Spirit-Dozen-for-Him-12-bottles
2016-04-21 00:51:56.576,,Mixed-Red-Party-Case-12-Bottles,,Mixed-Red-Party-Case-12-Bottles,85,wine,81,Mixed-case-%2B-spirits
2016-04-21 00:51:56.903,,,Mixed-Red,Mixed-Red,0,variety,81,Mixed-Red-Party-Case-12-Bottles
2016-04-21 00:52:21.034,Mixed-Red-and-White,,,Mixed-Red-and-White,25,type,81,Mixed-Red
2016-04-21 00:52:48.506,,The-Complete-Summer-Whites-Sparkling-Mix-13-Bottles,,The-Complete-Summer-Whites-Sparkling-Mix-13-Bottles,27,wine,81,Mixed-Red-and-White
2016-04-21 00:52:49.078,,,Mixed-Case-and-Sparkling,Mixed-Case-and-Sparkling,1,variety,81,The-Complete-Summer-Whites-Sparkling-Mix-13-Bottles
2016-04-21 00:38:07.462,Red-Wine,,,Red-Wine,,type,21,
2016-04-21 00:38:19.535,Red-Wine,,,Red-Wine,12,type,21,Red-Wine
2016-04-21 00:38:30.936,Red-Wine,,,Red-Wine,11,type,21,Red-Wine
2016-04-21 00:40:54.732,Red-Wine,,,Red-Wine,144,type,21,Red-Wine
2016-04-21 00:42:02.742,Red-Wine,,,Red-Wine,68,type,21,Red-Wine
2016-04-21 00:42:45.074,Red-Wine,,,Red-Wine,2,type,21,Red-Wine
2016-04-21 00:42:51.542,Red-Wine,,,Red-Wine,6,type,21,Red-Wine
2016-04-21 00:43:06.773,Red-Wine,,,Red-Wine,15,type,21,Red-Wine
2016-04-21 00:43:23.538,,Grant-Burge-Batch-26-Merlot-2014-12-Bottles-2,,Grant-Burge-Batch-26-Merlot-2014-12-Bottles-2,17,wine,21,Red-Wine
2016-04-21 00:43:33.465,Red-Wine,,,Red-Wine,10,type,21,Grant-Burge-Batch-26-Merlot-2014-12-Bottles-2
2016-04-21 00:44:01.197,Red-Wine,,,Red-Wine,28,type,21,Red-Wine
2016-04-21 00:46:00.431,Sparkling-and-Champagne,,,Sparkling-and-Champagne,119,type,21,Red-Wine
2016-04-21 00:46:45.189,,Sieur-DArques-Aimery-Grand-Cuvee-1531-NV-6-Bottles,,Sieur-DArques-Aimery-Grand-Cuvee-1531-NV-6-Bottles,45,wine,21,Sparkling-and-Champagne
2016-04-21 00:46:45.568,,,Chardonnay-Mauzac-Chenin-Blanc,Chardonnay-Mauzac-Chenin-Blanc,0,variety,21,Sieur-DArques-Aimery-Grand-Cuvee-1531-NV-6-Bottles
2016-04-21 00:46:47.05,Sparkling-and-Champagne,,,Sparkling-and-Champagne,2,type,21,Chardonnay-Mauzac-Chenin-Blanc
2016-04-21 00:50:49.313,Sparkling-and-Champagne,,,Sparkling-and-Champagne,242,type,21,Sparkling-and-Champagne
2016-04-21 00:50:52.862,Mixed-Red-and-White,,,Mixed-Red-and-White,2,type,64,
2016-04-21 00:49:25.796,Red-Wine,,,Red-Wine,,type,54,
2016-04-21 00:49:37.955,Red-Wine,,Shiraz,Red-WineShiraz,12,type,54,Red-Wine
2016-04-21 00:50:07.471,,Creswell-Clare-Valley-Shiraz-2014-12-Bottles,,Creswell-Clare-Valley-Shiraz-2014-12-Bottles,30,wine,54,Red-WineShiraz
2016-04-21 00:50:07.837,,,Shiraz,Shiraz,0,variety,54,Creswell-Clare-Valley-Shiraz-2014-12-Bottles
2016-04-21 00:50:27.0,Red-Wine,,Shiraz,Red-WineShiraz,20,type,54,Shiraz
2016-04-21 00:51:06.425,Red-Wine,,Shiraz,Red-WineShiraz,39,type,54,Red-WineShiraz
2016-04-21 00:51:22.587,,Hesketh-The-Protagonist-Barossa-Shiraz-2013-12-Bottles,,Hesketh-The-Protagonist-Barossa-Shiraz-2013-12-Bottles,16,wine,54,Red-WineShiraz
2016-04-21 00:51:22.961,,,Shiraz,Shiraz,0,variety,54,Hesketh-The-Protagonist-Barossa-Shiraz-2013-12-Bottles
2016-04-21 00:51:57.395,Red-Wine,,Shiraz,Red-WineShiraz,35,type,54,Shiraz
2016-04-21 00:52:38.662,,Penfolds-Koonunga-Hill-Shiraz-2013-Dozen,,Penfolds-Koonunga-Hill-Shiraz-2013-Dozen,41,wine,54,Red-WineShiraz
2016-04-21 00:52:39.17,,,Shiraz,Shiraz,1,variety,54,Penfolds-Koonunga-Hill-Shiraz-2013-Dozen
2016-04-21 00:16:22.2,,Mixed-Red-Party-Case-12-Bottles,,Mixed-Red-Party-Case-12-Bottles,10,wine,35,
2016-04-21 00:16:22.645,,,Mixed-Red,Mixed-Red,0,variety,35,Mixed-Red-Party-Case-12-Bottles
2016-04-21 00:17:06.476,Mixed-Red-and-White,,,Mixed-Red-and-White,44,type,35,Mixed-Red
2016-04-21 00:17:42.205,,Magnificent-Reds-Johnnie-12-Pack,,Magnificent-Reds-Johnnie-12-Pack,10,wine,35,Mixed-Red-and-White
2016-04-21 00:17:43.134,,,Mixed-Red,Mixed-Red,1,variety,35,Magnificent-Reds-Johnnie-12-Pack
2016-04-21 00:18:12.546,,,Mixed-case-%2B-spirits,Mixed-case-%2B-spirits,10,variety,35,Mixed-Red
2016-04-21 00:18:12.774,Mixed-Red-and-White,,,Mixed-Red-and-White,0,type,35,Mixed-case-%2B-spirits
2016-04-21 00:19:37.121,,,Cabernet-Sauvignon,Cabernet-Sauvignon,10,variety,35,Mixed-Red-and-White
2016-04-21 00:20:59.566,,Pure-Pinot-Noirs-12-Bottles,,Pure-Pinot-Noirs-12-Bottles,10,wine,35,Cabernet-Sauvignon
2016-04-21 00:21:00.323,,,Pinot-Noir,Pinot-Noir,1,variety,35,Pure-Pinot-Noirs-12-Bottles
2016-04-21 00:39:33.486,Red-Wine,,,Red-Wine,,type,47,
2016-04-21 00:41:02.433,Mixed-Red-and-White,,,Mixed-Red-and-White,89,type,47,Red-Wine
2016-04-21 00:42:03.881,Mixed-Red-and-White,,,Mixed-Red-and-White,9,type,47,Mixed-Red-and-White
2016-04-21 00:42:07.632,Mixed-Red-and-White,,,Mixed-Red-and-White,4,type,47,Mixed-Red-and-White
2016-04-21 00:42:15.267,Mixed-Red-and-White,,,Mixed-Red-and-White,8,type,47,Mixed-Red-and-White
2016-04-21 00:42:30.17,Mixed-Red-and-White,,,Mixed-Red-and-White,15,type,47,Mixed-Red-and-White
2016-04-21 00:42:39.781,,,Mixed-Red,Mixed-Red,9,variety,47,Mixed-Red-and-White
2016-04-21 00:45:44.931,Mixed-Red-and-White,,,Mixed-Red-and-White,185,type,47,Mixed-Red
2016-04-21 00:46:15.581,,,Mixed-Red,Mixed-Red,31,variety,47,Mixed-Red-and-White
2016-04-21 00:29:08.458,,,Shiraz,Shiraz,,variety,28,
2016-04-21 00:27:21.803,,search&_=XXXXXXXXXXXXXXXX,,search&_=XXXXXXXXXXXXXXXX,4,wine,82,
2016-04-21 00:09:38.232,Red-Wine,,,Red-Wine,,type,87,
2016-04-21 00:10:38.833,Red-Wine,,,Red-Wine,60,type,87,Red-Wine
2016-04-21 00:10:56.523,Red-Wine,,,Red-Wine,18,type,87,Red-Wine
2016-04-21 00:11:24.854,Red-Wine,,,Red-Wine,28,type,87,Red-Wine
2016-04-21 00:11:54.667,Red-Wine,,,Red-Wine,30,type,87,Red-Wine
2016-04-21 00:12:09.468,Red-Wine,,,Red-Wine,15,type,87,Red-Wine
2016-04-21 00:04:10.405,,Mystery-Fleurieu-Peninsula-Pinot-Noir-2013-6-Bottles,,Mystery-Fleurieu-Peninsula-Pinot-Noir-2013-6-Bottles,,wine,102,
2016-04-21 00:04:13.962,,,Pinot-Noir,Pinot-Noir,3,variety,102,Mystery-Fleurieu-Peninsula-Pinot-Noir-2013-6-Bottles
2016-04-21 00:05:04.564,,,Pinot-Noir,Pinot-Noir,13,variety,102,Pinot-Noir
2016-04-21 00:04:08.919,Red-Wine,,,Red-Wine,,type,37,
2016-04-21 00:04:45.737,Red-Wine,,,Red-Wine,37,type,37,Red-Wine
2016-04-21 00:05:10.972,Red-Wine,,,Red-Wine,25,type,37,Red-Wine
2016-04-21 00:05:24.06,Red-Wine,,,Red-Wine,14,type,37,Red-Wine
2016-04-21 00:05:37.705,Red-Wine,,,Red-Wine,13,type,37,Red-Wine
2016-04-21 00:06:07.331,Red-Wine,,,Red-Wine,30,type,37,Red-Wine
2016-04-21 00:06:26.907,Red-Wine,,,Red-Wine,19,type,37,Red-Wine
2016-04-21 00:06:40.324,Red-Wine,,,Red-Wine,14,type,37,Red-Wine
2016-04-21 00:07:02.04,,De-Bortoli-Family-Reserve-Shiraz-2014-12-Bottles,,De-Bortoli-Family-Reserve-Shiraz-2014-12-Bottles,22,wine,37,Red-Wine
2016-04-21 00:07:02.372,,,Shiraz,Shiraz,0,variety,37,De-Bortoli-Family-Reserve-Shiraz-2014-12-Bottles
2016-04-21 00:08:03.541,,Biscay-Road-McLarenVale-Shiraz-2014-12-Bottles,,Biscay-Road-McLarenVale-Shiraz-2014-12-Bottles,61,wine,37,Shiraz
2016-04-21 00:08:03.927,,,Shiraz,Shiraz,0,variety,37,Biscay-Road-McLarenVale-Shiraz-2014-12-Bottles
2016-04-21 00:07:37.701,Red-Wine,,,Red-Wine,3,type,125,
2016-04-21 00:08:00.087,Red-Wine,,,Red-Wine,23,type,125,Red-Wine
2016-04-21 00:01:11.605,,,Shiraz,Shiraz,,variety,103,
2016-04-21 00:01:43.142,,,Shiraz,Shiraz,32,variety,103,Shiraz
2016-04-21 00:02:54.054,White-Wine,,Sauvignon-Blanc-Semillon,White-WineSauvignon-Blanc-Semillon,25,type,103,Shiraz
2016-04-21 00:03:17.075,White-Wine,,Semillon-Sauvignon-Blanc,White-WineSemillon-Sauvignon-Blanc,23,type,103,White-WineSauvignon-Blanc-Semillon
2016-04-21 00:31:20.043,White-Wine,,Sauvignon-Blanc,White-WineSauvignon-Blanc,,type,48,
2016-04-21 00:31:25.834,White-Wine,,Sauvignon-Blanc,White-WineSauvignon-Blanc,5,type,48,White-WineSauvignon-Blanc
2016-04-21 00:31:56.234,,Ti-Point-Marlborough-Sauvignon-Blanc-2014-12-Bottles,,Ti-Point-Marlborough-Sauvignon-Blanc-2014-12-Bottles,11,wine,48,White-WineSauvignon-Blanc
2016-04-21 00:31:59.355,,,Sauvignon-Blanc,Sauvignon-Blanc,3,variety,48,Ti-Point-Marlborough-Sauvignon-Blanc-2014-12-Bottles
2016-04-21 00:11:17.37,,Domaine-Chandon-Les-Trois-Rose-6-Bottles,,Domaine-Chandon-Les-Trois-Rose-6-Bottles,9,wine,76,
2016-04-21 00:11:17.759,,,Chardonnay-Pinot-Noir,Chardonnay-Pinot-Noir,0,variety,76,Domaine-Chandon-Les-Trois-Rose-6-Bottles
2016-04-21 00:11:18.026,Sparkling-and-Champagne,,,Sparkling-and-Champagne,1,type,76,Chardonnay-Pinot-Noir
2016-04-21 00:05:19.75,,,Shiraz,Shiraz,0,variety,88,
2016-04-21 00:05:27.225,,Hero-Red-Mix-6-bottles-Decanter,,Hero-Red-Mix-6-bottles-Decanter,2,wine,88,Shiraz
2016-04-21 00:05:28.444,,,Mixed-Case-%2B-Gift,Mixed-Case-%2B-Gift,1,variety,88,Hero-Red-Mix-6-bottles-Decanter
2016-04-21 00:28:34.065,White-Wine,,,White-Wine,6,type,12,
2016-04-21 00:28:51.436,White-Wine,,,White-Wine,17,type,12,White-Wine
2016-04-21 00:29:18.245,White-Wine,,,White-Wine,27,type,12,White-Wine
2016-04-21 00:29:33.099,Red-Wine,,,Red-Wine,15,type,12,White-Wine
2016-04-21 00:29:42.987,Red-Wine,,,Red-Wine,9,type,12,Red-Wine
2016-04-21 00:29:51.359,Red-Wine,,,Red-Wine,8,type,12,Red-Wine
2016-04-21 00:30:08.94,Red-Wine,,,Red-Wine,17,type,12,Red-Wine
2016-04-21 00:30:15.877,Red-Wine,,,Red-Wine,6,type,12,Red-Wine
2016-04-21 00:30:35.252,Red-Wine,,,Red-Wine,20,type,12,Red-Wine
2016-04-21 00:30:41.146,Red-Wine,,,Red-Wine,6,type,12,Red-Wine
2016-04-21 00:31:04.848,Mixed-Red-and-White,,,Mixed-Red-and-White,23,type,12,Red-Wine
2016-04-21 00:31:30.375,Mixed-Red-and-White,,,Mixed-Red-and-White,26,type,12,Mixed-Red-and-White
2016-04-21 00:32:01.602,Mixed-Red-and-White,,,Mixed-Red-and-White,31,type,12,Mixed-Red-and-White
2016-04-21 00:47:31.085,,,Pinot-Gris-SLASH-Pinot-Grigio,Pinot-Gris-SLASH-Pinot-Grigio,,variety,31,
2016-04-21 00:48:11.236,White-Wine,,,White-Wine,40,type,31,Pinot-Gris-SLASH-Pinot-Grigio
2016-04-21 00:48:22.755,White-Wine,,,White-Wine,11,type,31,White-Wine
2016-04-21 00:48:51.042,White-Wine,,,White-Wine,29,type,31,White-Wine
2016-04-21 00:49:23.881,White-Wine,,,White-Wine,32,type,31,White-Wine
2016-04-21 00:49:29.24,White-Wine,,,White-Wine,5,type,31,White-Wine
2016-04-21 00:49:39.146,White-Wine,,,White-Wine,10,type,31,White-Wine
